loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
21000,0.1447,493.77,MORTGAGE,69000.0,Source Verified,0,42.83,0,0,16,0,8484,26,w,20269.63,20269.63,1464.43,1464.43,730.37,734.06,0.0,493.77,0,Joint App,932,118683,2,6,4,7,2.0,110199,84.0,1,1,2792,72.0,26300,5,7,4,8,7418.0,10908.0,20.4,0,71.0,64,1,1,1,1.0,2.0,0,1,4,5,5,14,10,11,4,16,0,5,100.0,20.0,0,0,153347,118683,13700,127047,N,N
12500,0.0819,392.81,RENT,60000.0,Not Verified,0,30.88,0,0,12,0,12490,28,w,11882.91,11882.91,779.93,779.93,617.09,162.84,0.0,392.81,0,Individual,0,59711,0,5,1,2,12.0,47221,72.0,0,1,5269,52.0,50200,4,1,6,4,4976.0,37710.0,24.9,0,167.0,164,18,12,2,18.0,5.0,0,4,4,7,7,12,7,14,4,12,0,1,100.0,28.6,0,0,115710,59711,50200,65510,N,N
20000,0.1131,657.72,MORTGAGE,46305.0,Not Verified,0,21.67,1,0,6,0,105,13,w,19057.14,19057.14,1302.87,1302.87,942.86,360.01,0.0,657.72,0,Individual,0,130833,0,2,0,1,19.0,24123,54.0,1,1,105,41.0,14400,0,0,1,2,21806.0,4195.0,2.4,0,108.0,63,11,11,3,63.0,11.0,1,1,1,1,1,7,3,3,1,6,1,1,92.3,0.0,0,0,174950,24228,4300,44839,N,N
4000,0.1614,140.91,OWN,37000.0,Not Verified,0,11.64,1,1,11,0,8860,13,w,3824.61,3824.61,278.23,278.23,175.39,102.84,0.0,140.91,0,Individual,143,9798,0,1,0,0,28.0,938,31.0,0,0,4889,38.0,23100,0,0,4,0,891.0,3708.0,68.3,0,48.0,128,26,26,0,26.0,2.0,0,3,4,5,6,2,10,11,4,11,0,0,92.3,60.0,0,0,26100,9798,11700,3000,N,N
6000,0.139,204.78,MORTGAGE,100000.0,Source Verified,0,16.31,1,1,18,0,10775,21,w,5864.72,5864.72,200.15,200.15,135.28,64.87,0.0,204.78,0,Individual,0,34241,4,4,2,3,2.0,23466,49.0,2,8,834,53.0,20350,1,3,2,11,1902.0,1300.0,36.0,0,46.0,241,3,2,0,23.0,4.0,0,3,14,3,3,5,14,16,12,18,0,4,95.0,33.3,0,0,68532,34241,3900,48182,N,N
22000,0.0819,448.09,OWN,80000.0,Not Verified,0,15.54,0,0,12,0,168019,22,w,21702.06,21702.06,438.08,438.08,297.94,140.14,0.0,448.09,0,Individual,0,172282,1,1,0,1,13.0,4263,22.0,2,2,16283,28.0,236900,0,0,3,3,14357.0,23284.0,42.5,0,93.0,281,6,6,0,8.0,6.0,0,2,4,5,7,8,11,14,5,12,0,2,100.0,20.0,0,0,256396,172282,40500,19496,N,N
30000,0.1614,731.78,MORTGAGE,125000.0,Not Verified,0,25.79,0,0,14,0,42196,36,w,29339.02,29339.02,1409.76,1409.76,660.98,748.78,0.0,731.78,0,Individual,0,420955,0,3,1,3,10.0,61381,72.0,0,0,10656,79.0,51300,1,6,0,3,30068.0,6504.0,86.6,0,158.0,207,29,10,4,29.0,18.0,0,6,6,8,13,13,10,19,6,14,0,1,97.2,75.0,0,0,459813,103577,48700,77953,N,N
10000,0.0819,314.25,MORTGAGE,80000.0,Verified,0,14.51,0,1,7,0,6111,9,w,9754.0,9754.0,305.15,305.15,246.0,59.15,0.0,314.25,0,Individual,0,52112,2,3,3,3,4.0,46001,73.0,0,0,6111,67.0,14800,4,0,8,3,7445.0,689.0,89.9,0,43.0,113,41,4,1,104.0,6.0,0,1,1,1,1,5,3,3,1,7,0,3,100.0,100.0,0,0,78039,52112,6800,63239,N,N
12000,0.1894,439.51,RENT,70000.0,Source Verified,0,15.45,0,0,7,0,10720,8,f,11495.83,11495.83,866.39,866.39,504.17,362.22,0.0,439.51,0,Individual,0,18591,0,1,0,0,38.0,7871,57.0,0,0,4063,71.0,12400,0,0,0,0,2656.0,1508.0,85.5,0,38.0,48,29,29,0,29.0,15.0,0,5,6,5,5,1,6,7,6,7,0,0,100.0,80.0,0,0,26169,18591,10400,13769,N,N
18675,0.288,590.51,MORTGAGE,40000.0,Verified,0,7.56,0,0,8,0,8685,16,w,0.0,0.0,18695.3184,18695.32,18675.0,20.32,0.0,18755.08,0,Individual,0,208330,0,0,0,0,64.0,0,0.0,2,2,4965,44.0,19950,0,0,4,3,26041.0,3525.0,61.0,0,115.0,115,7,7,1,8.0,7.0,0,4,7,5,5,3,7,12,4,8,0,3,100.0,50.0,0,0,222600,8685,14100,0,N,N
40000,0.1033,856.4,MORTGAGE,150000.0,Not Verified,0,21.14,0,0,18,0,38899,32,w,39487.93,39487.93,833.44,833.44,512.07,321.37,0.0,856.4,0,Individual,0,391776,4,7,0,1,23.0,99395,85.0,3,5,25539,70.0,80200,2,2,2,8,21765.0,27934.0,55.9,0,161.0,151,4,4,1,6.0,12.0,0,5,8,7,7,15,10,15,8,18,0,5,100.0,14.3,0,0,453305,138294,63400,116605,N,N
24000,0.1033,513.84,MORTGAGE,90000.0,Source Verified,0,21.21,0,0,8,0,0,20,w,23070.32,23070.32,1548.41,1548.41,929.68,618.73,0.0,513.84,0,Individual,0,324652,0,6,1,2,7.0,77350,79.0,0,0,0,74.0,4500,1,7,1,3,40582.0,4500.0,0.0,0,128.0,47,41,7,1,41.0,7.0,0,0,0,1,2,17,1,2,0,8,0,1,100.0,0.0,0,0,359913,77350,4500,100123,N,N
10000,0.1502,346.76,RENT,50000.0,Source Verified,0,16.61,0,1,7,0,10690,11,w,9554.04,9554.04,685.18,685.18,445.96,239.22,0.0,346.76,0,Individual,0,23801,2,1,0,0,26.0,13111,56.0,2,2,8392,48.0,25800,0,0,1,2,3400.0,0.0,101.1,0,63.0,94,2,2,0,94.0,2.0,0,1,4,1,1,3,6,8,4,7,0,2,100.0,100.0,0,0,49360,23801,8300,23560,N,N
15000,0.2235,417.28,RENT,70000.0,Source Verified,0,13.84,0,2,8,1,9230,10,w,14721.71,14721.71,815.94,815.94,278.29,537.65,0.0,417.28,0,Individual,0,27656,1,3,2,2,9.0,18426,93.0,1,3,4559,59.0,27200,2,0,5,5,3457.0,12099.0,35.3,0,109.0,45,1,1,0,17.0,1.0,0,2,4,3,3,5,5,5,4,8,0,3,88.9,0.0,1,0,47041,27656,18700,19841,N,N
20000,0.118,442.88,MORTGAGE,84000.0,Source Verified,0,43.11,0,1,12,1,12996,18,f,19753.79,19753.79,429.77,429.77,246.21,183.56,0.0,442.88,0,Joint App,0,145835,2,6,3,4,6.0,132839,71.0,0,2,8317,59.0,32900,3,1,9,6,12153.0,15865.0,36.8,0,237.0,92,18,6,0,19.0,4.0,0,2,4,3,3,12,6,6,5,12,0,3,100.0,0.0,1,0,186687,145835,25100,153787,N,N
25000,0.1447,860.16,RENT,92000.0,Source Verified,0,24.42,0,1,7,0,19172,11,w,24441.3,24441.3,819.97,819.97,558.7,261.27,0.0,860.16,1,Individual,350,38899,0,3,0,1,18.0,19727,48.0,0,1,10591,84.0,22700,0,0,1,2,5557.0,5675.0,84.0,0,61.0,67,13,13,0,13.0,0.0,0,4,4,6,6,4,4,7,3,7,0,0,100.0,75.0,0,0,63700,38899,22700,41000,N,N
16000,0.1639999999999999,392.5,RENT,39000.0,Verified,0,5.48,0,0,14,0,779,15,w,15826.17,15826.17,377.92,377.92,173.83,204.09,0.0,392.5,0,Individual,0,47034,0,10,0,0,29.0,46255,109.0,2,3,583,8.0,10300,0,0,2,3,3359.0,2575.0,8.0,0,72.0,90,11,11,0,11.0,11.0,0,4,4,4,4,10,4,5,3,14,0,2,93.0,0.0,0,0,52800,47034,10300,42500,N,N
6000,0.1447,206.44,RENT,55000.0,Not Verified,0,10.89,0,3,4,0,2707,48,w,5865.9,5865.9,196.8,196.8,134.1,62.7,0.0,208.86,0,Individual,0,77279,1,2,2,4,5.0,74572,7.0,0,2,2707,18.0,13000,3,1,3,6,19320.0,293.0,90.2,0,235.0,104,14,5,0,34.0,0.0,0,1,1,1,3,38,2,10,1,4,0,2,100.0,100.0,0,0,96561,77279,3000,83561,N,N
10700,0.1474,253.1,MORTGAGE,92000.0,Verified,0,20.35,1,0,9,0,281,15,w,10578.33,10578.33,235.58,235.58,121.67,113.91,0.0,253.1,0,Joint App,0,373568,0,3,0,3,14.0,79979,75.0,0,0,273,42.0,18800,0,1,2,3,41508.0,18519.0,1.5,0,90.0,99,27,14,3,27.0,0.0,0,2,2,5,5,6,5,6,2,9,0,0,86.7,0.0,0,0,430601,80260,18800,98388,N,N
20000,0.118,442.88,RENT,28000.0,Verified,0,60.48,0,0,11,0,10431,19,w,19505.15,19505.15,930.77,930.77,494.85,435.92,0.0,514.11,0,Joint App,0,55751,1,4,0,3,19.0,45320,69.0,1,2,5562,41.0,70000,1,1,0,5,5068.0,57627.0,13.3,0,193.0,311,5,5,1,19.0,19.0,0,2,3,6,7,10,7,8,3,11,0,1,100.0,0.0,0,0,135587,55751,66500,65587,N,N
10000,0.0756,311.34,RENT,95000.0,Verified,0,20.41,0,0,12,0,9415,20,w,9250.28,9250.28,957.12,957.12,749.72,207.4,0.0,311.34,0,Individual,825,618962,3,4,3,6,1.0,48461,62.0,2,4,4011,35.0,53400,0,0,1,12,51580.0,36018.0,17.0,0,124.0,54,1,1,2,1.0,8.0,0,5,6,6,7,10,7,8,6,12,0,7,100.0,0.0,0,0,686736,57876,43400,68751,N,N
40000,0.0756,1245.36,MORTGAGE,125000.0,Verified,0,26.08,0,0,15,0,88384,29,w,37001.11,37001.11,3719.28,3719.28,2998.89,720.39,0.0,1245.36,0,Individual,0,430356,0,5,0,3,16.0,129544,91.0,0,1,19196,64.0,170500,0,1,0,4,28690.0,63107.0,42.9,0,152.0,409,15,15,4,15.0,13.0,0,5,6,7,11,9,9,16,6,15,0,0,96.6,14.3,0,0,556756,217928,110500,147876,N,N
6000,0.0881,190.27,RENT,40000.0,Not Verified,0,21.69,0,1,7,0,6420,15,w,5706.49,5706.49,377.6,377.6,293.51,84.09,0.0,190.27,0,Individual,0,135944,1,3,1,2,3.0,129524,109.0,0,0,2905,36.0,24500,0,3,1,2,19421.0,11095.0,20.8,0,102.0,66,27,3,0,27.0,4.0,0,1,3,1,1,10,4,5,3,7,0,1,100.0,0.0,0,0,150218,135944,14000,125718,N,N
24000,0.118,531.45,RENT,55000.0,Not Verified,0,15.97,0,0,13,0,15038,27,w,23406.19,23406.19,1047.17,1047.17,593.81,453.36,0.0,531.45,0,Individual,576,19873,1,1,0,0,27.0,4835,60.0,1,3,2988,57.0,27000,0,1,1,3,1529.0,1118.0,90.8,0,142.0,191,6,6,2,27.0,10.0,0,5,10,5,6,6,12,19,10,13,0,1,100.0,80.0,0,0,35115,19873,12100,8115,N,N
10600,0.118,234.73,OWN,33000.0,Source Verified,0,17.56,0,0,16,0,5045,34,w,10204.64,10204.64,683.35,683.35,395.36,287.99,0.0,234.73,0,Individual,0,69171,2,1,1,1,3.0,5871,98.0,4,6,4464,33.0,26800,1,3,3,8,4323.0,4153.0,52.8,0,152.0,176,7,3,2,30.0,5.0,0,2,6,2,8,8,14,24,6,16,0,6,97.0,50.0,0,0,91300,10916,8800,6000,N,N
35000,0.0881,1109.9,MORTGAGE,87412.0,Source Verified,0,28.57,0,0,13,0,35191,39,w,32422.33,32422.33,3201.23,3201.23,2577.67,623.56,0.0,1109.9,0,Individual,0,227145,0,2,0,0,39.0,14571,27.0,1,3,7863,35.0,87200,1,0,1,4,17473.0,35928.0,46.3,0,152.0,378,11,11,4,58.0,11.0,0,6,7,6,14,7,10,28,7,13,0,1,100.0,16.7,0,0,323164,49762,66900,53374,N,N
33600,0.1131,1104.97,MORTGAGE,63000.0,Not Verified,0,20.7,0,0,15,1,12159,28,w,32211.99,32211.99,1767.56,1767.56,1388.01,379.55,0.0,1488.67,0,Joint App,0,211295,0,2,1,3,7.0,33619,89.0,2,5,8910,57.0,42400,3,0,5,9,15093.0,20696.0,34.9,0,94.0,101,8,7,1,8.0,7.0,0,2,4,6,9,9,12,18,4,15,0,4,100.0,0.0,1,0,247440,45778,31800,38000,N,N
15000,0.124,501.09,RENT,115000.0,Source Verified,0,23.87,0,1,12,0,13747,35,w,14653.91,14653.91,490.76,490.76,346.09,144.67,0.0,501.09,0,Individual,0,291053,2,3,2,4,5.0,277306,90.0,0,5,5739,51.0,54400,2,0,1,9,24254.0,13671.0,47.0,0,152.0,83,17,5,1,19.0,5.0,0,3,5,3,4,25,8,9,5,12,0,2,100.0,0.0,0,0,304458,291053,25800,250058,N,N
12000,0.0646,367.57,OWN,110000.0,Not Verified,0,14.58,0,0,6,1,4637,11,w,11697.03,11697.03,363.26,363.26,302.97,60.29,0.0,367.57,0,Individual,147,27039,0,2,1,1,7.0,22402,64.0,0,0,1750,42.0,29000,1,0,1,1,4507.0,15477.0,13.5,0,50.0,92,55,7,0,66.0,7.0,0,2,3,2,6,3,4,8,3,6,0,1,100.0,0.0,1,0,64000,27039,17900,35000,N,N
27200,0.1614,663.48,MORTGAGE,58000.0,Source Verified,0,34.31,0,0,24,0,30449,35,w,26600.72,26600.72,1302.57,1302.57,599.28,703.29,0.0,663.48,0,Individual,0,82893,0,8,0,0,33.0,15672,47.0,0,2,4733,59.0,44700,0,0,0,2,3454.0,1803.0,93.6,0,149.0,139,21,21,2,32.0,21.0,0,9,14,9,10,16,15,17,14,24,0,0,100.0,100.0,0,0,115996,46121,28200,33296,N,N
10000,0.1131,328.86,RENT,51000.0,Source Verified,0,25.32,0,1,15,0,11112,21,w,9528.57,9528.57,651.44,651.44,471.43,180.01,0.0,328.86,0,Individual,0,35223,0,2,1,1,7.0,24111,73.0,1,3,3112,45.0,44900,5,1,5,4,2348.0,31395.0,25.4,0,137.0,45,10,7,0,18.0,1.0,0,8,10,10,11,5,13,16,10,15,0,2,100.0,0.0,0,0,77873,35223,42100,32973,N,N
5000,0.1719,178.74,RENT,56000.0,Source Verified,0,8.21,0,5,13,0,3764,17,f,0.0,0.0,5013.172462,5013.17,5000.0,13.17,0.0,5017.95,0,Individual,0,8929,3,1,1,1,4.0,5165,96.0,3,3,1713,32.0,22900,1,0,5,4,687.0,10144.0,26.5,0,4.0,71,1,1,0,1.0,1.0,0,6,7,7,9,1,12,16,7,13,0,4,100.0,28.6,0,0,28300,8929,13800,5400,N,N
3200,0.1033,103.76,OWN,65000.0,Not Verified,0,11.8,0,0,9,1,721,13,w,3123.79,3123.79,100.09,100.09,76.21,23.88,0.0,103.76,0,Joint App,0,78548,1,1,0,1,13.0,11023,74.0,2,3,432,41.0,13400,2,1,2,4,8728.0,8268.0,5.0,0,13.0,81,3,3,4,3.0,6.0,3,1,3,4,5,1,7,8,3,9,0,2,76.9,0.0,1,0,109150,11744,8700,15000,N,N
18000,0.0702,555.96,MORTGAGE,130000.0,Source Verified,0,5.59,2,0,15,0,28382,30,w,16640.1,16640.1,1660.86,1660.86,1359.9,300.96,0.0,555.96,0,Individual,0,301080,2,3,1,4,3.0,31118,106.0,1,1,11719,84.0,41300,1,2,0,5,21506.0,9139.0,73.4,0,127.0,145,6,3,2,6.0,16.0,2,4,6,7,9,11,11,16,6,15,2,2,85.7,50.0,0,0,340675,59500,34300,29478,N,N
40000,0.118,885.75,MORTGAGE,215000.0,Verified,0,25.2,0,0,21,0,80240,36,f,39010.32,38961.56,1745.28,1743.1,989.68,755.6,0.0,885.75,0,Individual,0,576068,0,4,0,2,20.0,124204,5.0,0,1,19432,62.0,111200,2,1,2,4,27432.0,16791.0,80.4,0,131.0,167,17,17,6,17.0,9.0,0,8,12,9,9,11,14,19,12,21,0,0,100.0,66.7,0,0,711332,204444,85600,174936,N,N
4000,0.2631,161.83,MORTGAGE,91000.0,Not Verified,0,14.82,0,2,9,0,9829,13,w,3772.7,3772.7,473.8,473.8,227.3,246.5,0.0,161.83,0,Joint App,0,263724,2,4,1,3,4.0,36862,81.0,1,1,5098,76.0,15900,1,0,2,4,29303.0,4640.0,67.8,0,186.0,244,5,4,1,145.0,4.0,3,3,4,3,3,7,4,4,4,9,0,2,53.8,66.7,0,0,272041,46691,14400,45341,N,N
9300,0.1072,303.24,MORTGAGE,47000.0,Verified,0,37.61,0,0,12,1,11378,17,w,8857.71,8857.71,595.4,595.4,442.29,153.11,0.0,303.24,0,Individual,0,178407,1,3,0,1,15.0,34115,62.0,1,2,3958,49.0,38200,1,0,1,3,14867.0,16192.0,26.4,0,128.0,89,6,6,1,53.0,4.0,0,2,7,2,2,8,8,8,7,12,0,1,100.0,0.0,1,0,245077,45493,22000,55288,N,N
15000,0.1033,486.34,MORTGAGE,75000.0,Not Verified,0,27.41,0,0,13,0,12577,24,w,14642.78,14642.78,520.78,520.78,357.22,163.56,0.0,529.39,0,Individual,0,398910,1,2,2,3,3.0,57550,73.0,2,3,3233,32.0,79500,2,0,3,7,30685.0,59923.0,17.3,0,141.0,190,7,3,1,7.0,7.0,0,9,9,9,10,8,10,15,9,13,0,4,95.8,0.0,0,0,481230,70127,72500,66730,N,N
25000,0.2631,1011.4,OWN,45000.0,Verified,0,28.03,0,0,17,0,20466,23,w,23579.47,23579.47,2796.69,2796.69,1420.53,1376.16,0.0,1011.4,0,Individual,0,26430,2,3,0,0,34.0,5964,42.0,2,3,6296,64.0,27200,0,0,1,3,1555.0,3181.0,81.2,0,107.0,58,5,5,0,5.0,4.0,0,7,11,9,9,3,14,20,11,17,0,2,100.0,55.6,0,0,41433,26430,16900,14233,N,N
25000,0.0881,792.79,MORTGAGE,115000.0,Not Verified,0,11.91,1,1,9,0,4822,29,w,23777.03,23777.03,1628.41,1628.41,1222.97,405.44,0.0,792.79,0,Individual,730,231603,2,1,1,2,5.0,22929,92.0,1,1,3006,36.0,38800,1,4,1,3,25734.0,26809.0,13.5,0,165.0,171,2,2,2,2.0,5.0,1,3,5,3,3,14,6,12,5,9,1,2,96.6,0.0,0,0,301041,28521,31000,25000,N,N
21000,0.124,471.39,MORTGAGE,75000.0,Not Verified,0,27.7,0,0,12,0,9204,31,w,20745.61,20745.61,442.46,442.46,254.39,188.07,0.0,471.39,0,Individual,0,187291,1,5,1,3,2.0,60313,76.0,1,2,6513,64.0,29000,2,4,1,5,15608.0,3487.0,65.1,0,142.0,335,12,2,2,130.0,12.0,0,1,3,1,4,18,6,11,3,12,0,2,100.0,0.0,0,0,254495,69517,10000,79495,N,N
15000,0.2,397.41,MORTGAGE,70000.0,Not Verified,1,34.96,0,0,20,0,18906,38,w,15000.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joint App,0,497331,2,5,0,3,14.0,67187,79.0,4,7,7987,58.0,64700,1,8,1,11,24867.0,22499.0,32.6,0,137.0,89,6,6,1,11.0,7.0,0,3,8,7,12,13,14,24,8,20,0,5,100.0,14.3,0,0,561898,86093,33400,84698,N,N
22000,0.0702,679.5,MORTGAGE,294500.0,Source Verified,0,16.14,0,0,10,0,0,42,w,21449.2,21449.2,718.11,718.11,550.8,167.31,0.0,726.69,0,Individual,0,523662,0,5,2,3,9.0,157630,87.0,0,1,0,19.0,18500,2,0,1,4,52366.0,12000.0,0.0,0,201.0,223,24,9,5,24.0,11.0,0,0,0,2,10,12,4,25,0,10,0,2,100.0,0.0,0,0,649545,157630,12000,232515,N,N
15000,0.1691,372.07,MORTGAGE,175000.0,Not Verified,0,11.34,1,1,19,0,10683,26,w,14511.09,14511.09,1102.12,1102.12,488.91,613.21,0.0,372.07,0,Individual,0,540074,2,11,3,5,5.0,71045,79.0,2,3,4992,73.0,21500,1,1,2,8,28425.0,9617.0,52.6,0,150.0,82,9,5,3,9.0,0.0,0,5,5,5,7,13,6,9,5,19,0,5,96.2,40.0,0,0,646195,81728,20300,90302,N,N
40000,0.1691,992.17,RENT,118860.0,Source Verified,0,25.77,2,1,21,0,40542,49,w,39136.95,39136.95,1758.88,1758.88,863.05,895.83,0.0,992.17,0,Joint App,0,184906,1,8,1,1,6.0,144364,97.0,1,1,16445,92.0,50800,0,0,2,2,8805.0,3937.0,88.6,0,199.0,282,9,6,2,71.0,6.0,7,5,12,5,7,30,13,17,12,21,1,2,75.5,100.0,0,0,193234,184906,34400,142434,N,N
13000,0.0881,412.25,RENT,65000.0,Source Verified,0,36.19,0,0,12,0,29210,20,w,12683.19,12683.19,405.89,405.89,316.81,89.08,0.0,412.25,0,Individual,0,53401,1,3,1,1,3.0,24191,54.0,0,0,6205,68.0,33400,0,3,1,1,4855.0,1121.0,95.0,0,102.0,97,31,3,0,31.0,3.0,0,6,8,6,7,5,9,14,8,12,0,1,100.0,100.0,0,0,78584,53401,22200,45184,N,N
6500,0.1474,224.5,MORTGAGE,127500.0,Not Verified,0,13.82,0,1,17,0,17060,27,w,6230.12,6230.12,344.18,344.18,269.88,74.3,0.0,224.5,0,Individual,0,155624,4,2,1,3,12.0,51929,83.0,6,13,5000,51.0,49100,3,2,2,17,9154.0,25207.0,29.2,0,110.0,126,2,2,1,5.0,2.0,0,7,11,9,10,6,14,20,11,17,0,8,92.6,11.1,0,0,197088,68989,35600,59988,N,N
6025,0.1033,195.35,RENT,55000.0,Source Verified,0,28.93,0,2,10,0,12403,32,f,5881.52,5637.47,188.43,180.61,143.48,44.95,0.0,195.35,0,Individual,0,42905,3,3,2,4,4.0,30502,91.0,3,4,4387,81.0,19500,5,2,11,8,4291.0,4467.0,69.2,0,179.0,218,3,3,0,7.0,3.0,0,5,7,5,12,11,7,21,7,10,0,5,78.1,40.0,0,0,53200,42905,14500,33700,N,N
16000,0.1719,571.96,OWN,40000.0,Not Verified,0,15.42,0,0,9,0,10270,9,w,15657.24,15657.24,556.68,556.68,342.76,213.92,0.0,571.96,0,Joint App,0,270637,1,1,0,0,47.0,4415,38.0,0,0,9151,28.0,40500,0,1,3,1,30071.0,20749.0,30.6,0,47.0,67,29,6,1,29.0,7.0,0,1,2,4,4,1,7,7,2,9,0,1,100.0,25.0,0,0,309244,14685,29900,11490,N,N
18000,0.0881,570.81,MORTGAGE,125000.0,Source Verified,0,32.3,0,0,19,0,89460,34,w,17119.46,17119.46,1124.0,1124.0,880.54,243.46,0.0,570.81,0,Individual,0,273713,1,7,1,1,3.0,78237,81.0,1,3,14530,83.0,96000,1,0,3,4,14406.0,2282.0,94.3,0,178.0,235,12,3,3,36.0,3.0,0,8,11,8,10,17,11,14,11,19,0,2,100.0,87.5,0,0,340769,167697,40100,96769,N,N
12000,0.2235,333.82,RENT,60000.0,Verified,0,10.88,0,0,12,0,4544,14,w,11889.68,11889.68,304.02,304.02,110.32,193.7,0.0,333.82,0,Individual,59,18834,2,1,1,2,10.0,14290,92.0,4,9,1540,64.0,13700,5,0,2,11,1570.0,6773.0,39.5,0,72.0,48,5,5,0,5.0,10.0,0,5,6,6,6,3,11,11,6,12,0,5,100.0,50.0,0,0,29281,18834,11200,15581,N,N
9600,0.0881,304.43,RENT,71900.0,Not Verified,0,11.83,0,2,8,1,5483,14,w,9347.26,9347.26,299.73,299.73,252.74,46.99,0.0,304.43,0,Individual,0,13630,0,2,1,1,10.0,8147,46.0,0,0,3266,28.0,30400,1,0,3,1,1704.0,20467.0,19.4,0,134.0,153,29,10,0,45.0,4.0,0,2,4,3,4,5,6,9,4,8,0,1,100.0,33.3,1,0,48140,13630,25400,17740,N,N
6000,0.0756,186.81,MORTGAGE,32000.0,Source Verified,0,28.06,0,0,8,0,5374,9,w,5701.04,5701.04,371.1,371.1,298.96,72.14,0.0,186.81,0,Individual,0,84369,1,2,0,0,34.0,23131,57.0,1,2,3391,44.0,23600,0,1,0,3,12053.0,16026.0,25.1,0,43.0,49,5,5,1,5.0,23.0,0,3,3,3,4,2,5,6,3,8,0,1,100.0,0.0,0,0,121378,28505,21400,40535,N,N
4800,0.1894,175.81,RENT,52000.0,Not Verified,0,7.99,0,1,19,0,5701,29,f,4495.09,4495.09,522.38,522.38,304.91,217.47,0.0,175.81,0,Individual,275,41503,1,3,1,2,10.0,35802,104.0,1,1,2823,66.0,28700,2,1,3,3,2184.0,13299.0,30.0,0,85.0,91,1,1,0,1.0,1.0,0,5,5,8,10,10,16,19,5,19,0,2,100.0,0.0,0,0,62986,41503,19000,34286,N,N
10000,0.1691,356.08,MORTGAGE,44400.0,Not Verified,0,18.05,0,1,6,1,10840,11,w,9345.37,9345.37,1058.85,1058.85,654.63,404.22,0.0,356.08,0,Individual,0,13191,2,1,0,0,30.0,2351,18.0,2,3,6197,36.0,23300,0,0,2,3,2199.0,10460.0,50.9,0,65.0,221,4,4,0,6.0,1.0,0,2,2,4,8,2,5,9,2,6,0,2,100.0,25.0,1,0,36396,13191,21300,13096,N,N
7200,0.0881,228.33,RENT,21000.0,Not Verified,0,17.77,0,0,12,1,1037,25,w,7024.53,7024.53,251.24,251.24,175.47,75.77,0.0,254.76,0,Individual,0,6430,0,1,0,1,15.0,5393,67.0,1,3,619,18.0,28800,1,0,1,4,536.0,14263.0,6.8,0,238.0,56,12,12,0,12.0,12.0,0,2,2,3,5,7,11,18,2,12,0,1,100.0,0.0,1,0,36800,6430,15300,8000,N,N
35000,0.2235,973.64,MORTGAGE,80000.0,Not Verified,0,21.56,1,0,9,0,37477,30,f,34350.48,34350.48,1903.82,1903.82,649.52,1254.3,0.0,973.64,0,Individual,0,241684,0,2,1,2,8.0,31313,79.0,1,3,23321,82.0,45700,0,0,1,6,26853.0,10125.0,83.0,0,205.0,294,11,8,2,11.0,10.0,0,4,6,8,8,12,6,16,6,9,1,3,97.0,50.0,0,0,260198,69867,40500,39821,N,N
35000,0.1797,888.2,MORTGAGE,120000.0,Verified,0,19.85,0,1,19,0,9116,32,w,34266.4,34266.4,1689.05,1689.05,733.6,955.45,0.0,888.2,0,Individual,0,70163,3,5,4,6,6.0,61047,84.0,2,6,1482,52.0,38200,2,3,3,12,3898.0,18399.0,9.4,0,81.0,160,5,5,0,5.0,6.0,2,6,9,10,11,10,13,19,9,19,0,6,92.9,0.0,0,0,105811,70163,20200,67611,N,N
17000,0.0819,346.25,RENT,55000.0,Not Verified,0,17.39,0,0,12,0,12386,14,w,16769.78,16769.78,338.51,338.51,230.22,108.28,0.0,346.25,0,Individual,0,25597,2,2,2,2,4.0,13211,92.0,0,1,3191,36.0,56200,0,0,1,3,2133.0,31729.0,24.1,0,45.0,69,21,4,0,21.0,4.0,0,5,8,6,6,3,10,11,8,12,0,2,100.0,0.0,0,0,70539,25597,41800,14339,N,N
